""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"path"
"11"	"K00508|metabolism; lipid metabolism; linoleic acid metabolism|metabolism; lipid metabolism; lipid biosynthesis proteins"	1900.57583579815	-2.46594661210896	0.526445695594441	-4.68414241534355	2.81134494990859e-06	1.48324385582172e-05	"K00508"	"Metabolism"	"Lipid metabolism"	" Linoleic acid metabolism"	"K00508_Metabolism_Lipid metabolism_ Linoleic acid metabolism"
"12"	"K00500|metabolism; amino acid metabolism; phenylalanine; tyrosine and tryptophan biosynthesis|metabolism; amino acid metabolism; phenylalanine metabolism"	1598.88903017041	-1.72211880564064	0.529461439368977	-3.25258588745026	0.00114360028888608	0.00309147957427827	"K00500"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	"K00500_Metabolism_Overview_ Biosynthesis of amino acids"
"13"	"K00507|organismal systems; endocrine system; ppar signaling pathway|metabolism; lipid metabolism; lipid biosynthesis proteins|metabolism; lipid metabolism; biosynthesis of unsaturated fatty acids"	2971.3791604401	-2.2975994291071	0.596075159971418	-3.85454651258622	0.000115944340206736	0.000411424242672129	"K00507"	"Metabolism"	"Overview"	" Fatty acid metabolism"	"K00507_Metabolism_Overview_ Fatty acid metabolism"
"14"	"K00504|unclassified; metabolism; others"	18.4003335591169	-0.62808575869163	2.73478511174859	-0.229665488521707	0.818351714253638	0.862417688781572	"K00504"	NA	NA	NA	"K00504_NA_NA_NA"
"15"	"K00505|organismal systems; endocrine system; melanogenesis|metabolism; metabolism of cofactors and vitamins; riboflavin metabolism|metabolism; amino acid metabolism; tyrosine metabolism|metabolism; biosynthesis of other secondary metabolites; isoquinoline alkaloid biosynthesis|metabolism; biosynthesis of other secondary metabolites; betalain biosynthesis"	40.2279144421283	-2.5717143877453	1.53319227004066	-1.67735934885525	0.0934722335202709	0.14386241734317	"K00505"	"Metabolism"	"Amino acid metabolism"	" Tyrosine metabolism"	"K00505_Metabolism_Amino acid metabolism_ Tyrosine metabolism"
"16"	"K12521|environmental information processing; membrane transport; secretion system"	0.0696997528423649	2.82677824726297	2.99641991754712	0.943385214705482	0.345483902996747	NA	"K12521"	NA	NA	NA	"K12521_NA_NA_NA"
"17"	"K01101|metabolism; xenobiotics biodegradation and metabolism; aminobenzoate degradation"	3362.03935623534	2.05179013654588	0.41501112071505	4.94394013589494	7.65592217288216e-07	4.56013459583179e-06	"K01101"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Aminobenzoate degradation"	"K01101_Metabolism_Xenobiotics biodegradation and metabolism_ Aminobenzoate degradation"
"18"	"K01103|metabolism; carbohydrate metabolism; fructose and mannose metabolism"	128.983503922511	-1.09997382494944	1.07730252466119	-1.02104450678362	0.307233352760616	0.396779748327542	"K01103"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"	"K01103_Metabolism_Carbohydrate metabolism_ Fructose and mannose metabolism"
"19"	"K12520|environmental information processing; membrane transport; secretion system"	0.0315030236137903	2.03454524009128	3.01564391265464	0.674663620447247	0.499889502694883	NA	"K12520"	NA	NA	NA	"K12520_NA_NA_NA"
"20"	"K01104|unclassified; cellular processes and signaling; signal transduction mechanisms"	23006.2973821509	1.55776146577836	0.228309135680074	6.82303606090131	8.91362689292955e-12	2.2870690540662e-10	"K01104"	NA	NA	NA	"K01104_NA_NA_NA"
"21"	"K05592|genetic information processing; translation; ribosome biogenesis|genetic information processing; folding; sorting and degradation; rna degradation"	13581.1041680203	1.51172412999357	0.275101571644252	5.49514901335592	3.90380637020086e-08	2.9906257354954e-07	"K05592"	"Genetic Information Processing"	"Folding, sorting and degradation"	" RNA degradation"	"K05592_Genetic Information Processing_Folding, sorting and degradation_ RNA degradation"
"22"	"K05593|unclassified; metabolism; others"	1171.53521255652	2.37642934533248	0.498748691351904	4.76478311931195	1.8905688917714e-06	1.04617286877378e-05	"K05593"	NA	NA	NA	"K05593_NA_NA_NA"
"23"	"K05590|genetic information processing; translation; ribosome biogenesis"	643.122214186719	1.77237934118919	0.901104457005391	1.96689665377894	0.0491951264009331	0.0834557604263257	"K05590"	NA	NA	NA	"K05590_NA_NA_NA"
"24"	"K05591|genetic information processing; translation; ribosome biogenesis"	643.954464363551	-1.84308305983599	0.558811375699583	-3.29822036555468	0.000972997406150411	0.00268468585777898	"K05591"	NA	NA	NA	"K05591_NA_NA_NA"
"25"	"K05596|genetic information processing; transcription; transcription factors|genetic information processing; replication and repair; chromosome"	1355.77299963465	-0.450131414812747	0.401720181204206	-1.12050983712947	0.262496562988683	0.346608613192007	"K05596"	NA	NA	NA	"K05596_NA_NA_NA"
"26"	"K05597|metabolism; amino acid metabolism; arginine and proline metabolism|metabolism; metabolism of other amino acids; d-glutamine and d-glutamate metabolism|metabolism; amino acid metabolism; alanine; aspartate and glutamate metabolism|metabolism; energy metabolism; nitrogen metabolism"	533.387824137381	-2.39499859939945	0.871338180983849	-2.74864415638851	0.00598423138818003	0.0135327025441178	"K05597"	"Metabolism"	"Amino acid metabolism"	" Alanine, aspartate and glutamate metabolism"	"K05597_Metabolism_Amino acid metabolism_ Alanine, aspartate and glutamate metabolism"
"27"	"K05594|unclassified; poorly characterized; function unknown"	9.80077550983524	-2.61639108727593	2.70348419600239	-0.967784864858748	0.333151824163734	0.422884471940605	"K05594"	NA	NA	NA	"K05594_NA_NA_NA"
"28"	"K05595|unclassified; cellular processes and signaling; other transporters"	6020.60061589918	-0.190383434561101	0.253622865312777	-0.750655641108356	0.452859925692925	0.545430490242793	"K05595"	NA	NA	NA	"K05595_NA_NA_NA"
"29"	"K05599|metabolism; xenobiotics biodegradation and metabolism; aminobenzoate degradation|metabolism; energy metabolism; nitrogen metabolism"	293.765367005602	-2.18148541595453	1.23448392299597	-1.76712339085006	0.0772075659745528	0.121841881388226	"K05599"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Aminobenzoate degradation"	"K05599_Metabolism_Xenobiotics biodegradation and metabolism_ Aminobenzoate degradation"
"30"	"K11962|environmental information processing; membrane transport; abc transporters|environmental information processing; membrane transport; transporters"	56.8360358601703	-1.45836421194118	1.72363096170405	-0.846100032050585	0.397496942870935	0.488751104852979	"K11962"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	"K11962_Environmental Information Processing_Membrane transport_ ABC transporters"
"31"	"K14540|genetic information processing; translation; ribosome biogenesis"	5909.21533051998	2.1563465400778	0.280178178926361	7.69634005168031	1.40018877999434e-14	7.12435036871695e-13	"K14540"	NA	NA	NA	"K14540_NA_NA_NA"
"32"	"K12529|metabolism; metabolism of other amino acids; selenocompound metabolism"	13.6384468729398	0.906706612792597	2.78511807216908	0.325554101943852	0.74476174314409	0.804090901966753	"K12529"	"Metabolism"	"Metabolism of other amino acids"	" Selenocompound metabolism"	"K12529_Metabolism_Metabolism of other amino acids_ Selenocompound metabolism"
"33"	"K12528|metabolism; metabolism of other amino acids; selenocompound metabolism"	1.59816650696071	5.60930341528874	2.97120001712982	1.88789155322748	0.0590405107454074	0.0974379402186438	"K12528"	"Metabolism"	"Metabolism of other amino acids"	" Selenocompound metabolism"	"K12528_Metabolism_Metabolism of other amino acids_ Selenocompound metabolism"
"34"	"K06353|unclassified; cellular processes and signaling; sporulation"	0.296557590014081	4.76200617159129	2.97744927915189	1.59935761288525	0.109741164880676	NA	"K06353"	"Cellular Processes"	"Cellular community - prokaryotes"	" Quorum sensing"	"K06353_Cellular Processes_Cellular community - prokaryotes_ Quorum sensing"
"35"	"K02456|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	4173.20824461011	-1.58006762037191	0.3123265574997	-5.05902422458399	4.21407334135586e-07	2.62734126079965e-06	"K02456"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02456_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"36"	"K02457|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	864.814799077996	-1.92877800784925	0.710566889061316	-2.7144214535485	0.00663916423870052	0.0149406079794445	"K02457"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02457_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"37"	"K02454|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	5495.50546515988	0.126237720274732	0.252174937248265	0.500595823091063	0.616655602660591	0.692037427733494	"K02454"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02454_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"38"	"K02455|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	2356.40334614186	-1.60564726434741	0.32410379383022	-4.95411437605238	7.26604596052559e-07	4.33220853495488e-06	"K02455"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02455_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"39"	"K02452|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	1114.7913693701	-1.92838360521368	0.778910020966454	-2.47574630356018	0.0132958017595971	0.0276796094884261	"K02452"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02452_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"40"	"K02453|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	4810.77015605431	0.417336116579269	0.284851780957229	1.46509920063281	0.142893854743753	0.206283891291535	"K02453"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02453_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"41"	"K02450|environmental information processing; membrane transport; secretion system"	350.286143939317	-1.50084949427624	0.871321849865639	-1.72249725461112	0.0849794796940929	0.132489430299489	"K02450"	NA	NA	NA	"K02450_NA_NA_NA"
"42"	"K02103|genetic information processing; transcription; transcription factors"	488.413405858781	-0.708564819933306	0.726918161983354	-0.974751845517284	0.329683368768503	0.419546194592219	"K02103"	NA	NA	NA	"K02103_NA_NA_NA"
"43"	"K08138|environmental information processing; membrane transport; transporters"	94.7381710814061	-1.10905091000755	1.01794223953852	-1.08950278997198	0.275932225195917	0.36219874947011	"K08138"	NA	NA	NA	"K08138_NA_NA_NA"
"44"	"K02108|genetic information processing; folding; sorting and degradation; chaperones and folding catalysts|metabolism; energy metabolism; photosynthesis proteins|metabolism; energy metabolism; oxidative phosphorylation|metabolism; energy metabolism; photosynthesis"	15074.9154975557	1.40470707851201	0.235638298333338	5.96128510707919	2.50261875349719e-09	2.56411655221793e-08	"K02108"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	"K02108_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"45"	"K02109|metabolism; energy metabolism; photosynthesis proteins|metabolism; energy metabolism; oxidative phosphorylation|metabolism; energy metabolism; photosynthesis"	15735.4469662334	1.21059561809112	0.218735384824788	5.53452117068682	3.12079736700765e-08	2.43974835827004e-07	"K02109"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	"K02109_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"46"	"K02458|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	1206.08628177428	-1.98968383305125	0.70793487107969	-2.81054644195833	0.00494574506250985	0.0114764797429234	"K02458"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02458_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"47"	"K02459|environmental information processing; membrane transport; secretion system|environmental information processing; membrane transport; bacterial secretion system"	1179.17587832338	-1.98054187588502	0.711607676936469	-2.7831935209179	0.00538266897796388	0.0123302344691702	"K02459"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	"K02459_Environmental Information Processing_Membrane transport_ Bacterial secretion system"
"48"	"K08137|environmental information processing; membrane transport; transporters"	30.6339241565028	-0.239523847863401	1.2881928436016	-0.185937881158948	0.852493475294552	0.888752716471388	"K08137"	NA	NA	NA	"K08137_NA_NA_NA"
"49"	"K03851|metabolism; amino acid metabolism; amino acid related enzymes|metabolism; metabolism of other amino acids; taurine and hypotaurine metabolism"	36.43367385221	-2.93689283982801	1.44017501582099	-2.03926106727647	0.0414239790537642	0.0717983747802541	"K03851"	"Metabolism"	"Metabolism of other amino acids"	" Taurine and hypotaurine metabolism"	"K03851_Metabolism_Metabolism of other amino acids_ Taurine and hypotaurine metabolism"
"50"	"K03852|metabolism; metabolism of other amino acids; taurine and hypotaurine metabolism"	96.3132703729977	-1.52509284556895	1.01350123897822	-1.50477649845451	0.132381547863202	0.193527833788816	"K03852"	"Metabolism"	"Metabolism of other amino acids"	" Taurine and hypotaurine metabolism"	"K03852_Metabolism_Metabolism of other amino acids_ Taurine and hypotaurine metabolism"
"51"	"K03855|unclassified; metabolism; energy metabolism"	2227.39541850194	2.42594940864746	0.460103078006678	5.27262155940685	1.34488700355936e-07	9.19669882616216e-07	"K03855"	NA	NA	NA	"K03855_NA_NA_NA"
"52"	"K03856|metabolism; amino acid metabolism; phenylalanine; tyrosine and tryptophan biosynthesis"	3914.57551390193	1.64556420126617	0.307419051938834	5.35283740837761	8.65856453257124e-08	6.13766487054991e-07	"K03856"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	"K03856_Metabolism_Overview_ Biosynthesis of amino acids"
"53"	"K13018|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	62.0556598782303	-1.61033595761265	1.15301040060708	-1.39663610732808	0.162523026532897	0.229597235600827	"K13018"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13018_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"54"	"K13019|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	111.994627687094	0.743334078685004	0.908821118699328	0.817910217303089	0.413408455729521	0.505829298593855	"K13019"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13019_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"55"	"K13010|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; amino acid metabolism; amino acid related enzymes"	112.265663152661	-0.236848026145201	0.962590238180014	-0.246052802896707	0.805641357846051	0.853249375993595	"K13010"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13010_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"56"	"K13011|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	8.24862743073327	-3.81917492273327	2.92143514717492	-1.30729409702162	0.191112848242897	0.264781104408558	"K13011"	NA	NA	NA	"K13011_NA_NA_NA"
"57"	"K13012|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	418.56549271162	-1.073560419944	0.510795747843885	-2.10174110586393	0.0355759606696175	0.0628414439130283	"K13012"	NA	NA	NA	"K13012_NA_NA_NA"
"58"	"K13013|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	391.595575620884	-3.13366285792276	0.881076622274129	-3.55662921782504	0.000375643751793829	0.0011685829459949	"K13013"	NA	NA	NA	"K13013_NA_NA_NA"
"59"	"K13014|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	60.7273945949146	-1.8143427788716	0.951602764476925	-1.90661781007845	0.0565700970743439	0.0938251002304864	"K13014"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13014_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"60"	"K13015|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	365.182351574756	-1.70135334075068	0.684008204696178	-2.487328849376	0.0128706366100811	0.0268877182348388	"K13015"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13015_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"61"	"K13016|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins"	286.811788748945	2.50983983868882	0.738107559209432	3.40037140572987	0.000672943802527507	0.00195091964769442	"K13016"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13016_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"62"	"K13017|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; amino acid metabolism; amino acid related enzymes"	212.703991893667	0.683967636012222	0.719862231537491	0.950136854035799	0.342042719122932	0.431978225833841	"K13017"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	"K13017_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"63"	"K08566|metabolism; enzyme families; peptidases"	10.9140805887661	-3.24528217884171	2.91016193663511	-1.11515518706636	0.264783925785895	0.34922236116213	"K08566"	NA	NA	NA	"K08566_NA_NA_NA"
"64"	"K08567|metabolism; enzyme families; peptidases"	2460.36087153103	4.43101968163107	0.434524250852134	10.1974048006331	2.03641239585421e-24	2.03777000411812e-21	"K08567"	NA	NA	NA	"K08567_NA_NA_NA"
"65"	"K13274|genetic information processing; folding; sorting and degradation; chaperones and folding catalysts|metabolism; enzyme families; peptidases"	0.356612811317329	4.58033970218135	2.97680868514253	1.5386745292172	0.123883773532112	0.182931179608166	"K13274"	NA	NA	NA	"K13274_NA_NA_NA"
"66"	"K13275|genetic information processing; folding; sorting and degradation; chaperones and folding catalysts|metabolism; enzyme families; peptidases"	83.2807754474168	-0.0258216313676565	1.33273299653053	-0.0193749471461106	0.984541995938155	0.988493335052288	"K13275"	NA	NA	NA	"K13275_NA_NA_NA"
"67"	"K13276|genetic information processing; folding; sorting and degradation; chaperones and folding catalysts|metabolism; enzyme families; peptidases"	8.25320926639594	0.709191416317493	2.90111942052993	0.244454403117246	0.806878911873866	0.854409345130634	"K13276"	NA	NA	NA	"K13276_NA_NA_NA"
"68"	"K13277|genetic information processing; folding; sorting and degradation; chaperones and folding catalysts|metabolism; enzyme families; peptidases"	0.356612811317329	4.58033970218135	2.97680868514253	1.5386745292172	0.123883773532112	0.182931179608166	"K13277"	"Cellular Processes"	"Cellular community - prokaryotes"	" Quorum sensing"	"K13277_Cellular Processes_Cellular community - prokaryotes_ Quorum sensing"
"69"	"K03275|metabolism; glycan biosynthesis and metabolism; glycosyltransferases|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	13.1283127649921	0.549616462285501	2.34303700978311	0.234574383584482	0.814539093771162	0.859640133415725	"K03275"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03275_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"70"	"K03274|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	3721.24248758222	2.00487664705197	0.444969380204758	4.50565080709464	6.61698251327832e-06	3.16560661432056e-05	"K03274"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03274_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"71"	"K03276|metabolism; glycan biosynthesis and metabolism; glycosyltransferases|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	0.0905245714338036	1.45748205387299	3.01564365274589	0.483307121697181	0.628877684118161	NA	"K03276"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03276_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"72"	"K03271|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	6025.36677405837	1.14527910717346	0.300373227461825	3.81285348514961	0.000137371554120471	0.000475103001693149	"K03271"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03271_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"73"	"K03270|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	9055.95914018098	1.72371646221654	0.296622400271982	5.81114730592164	6.20461366699116e-09	5.61877834941401e-08	"K03270"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03270_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"74"	"K03273|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	5031.49295886387	1.11287108592347	0.296786991213291	3.74973000458664	0.000177025065253421	0.000597783178729775	"K03273"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03273_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"75"	"K03272|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	7040.80103896271	1.79020660188596	0.372862119588216	4.80125630316922	1.57673307124437e-06	8.83912732002912e-06	"K03272"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03272_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"76"	"K03279|metabolism; glycan biosynthesis and metabolism; glycosyltransferases|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis proteins|metabolism; glycan biosynthesis and metabolism; lipopolysaccharide biosynthesis"	2.42458162963395	4.59121319640172	2.93981925613773	1.56173315308967	0.11835086521375	0.176497415485186	"K03279"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	"K03279_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"77"	"K12277|environmental information processing; membrane transport; secretion system"	1.5547134451353	-2.55590709219346	2.95246008129159	-0.865687264796258	0.38666168573487	0.478465944178104	"K12277"	NA	NA	NA	"K12277_NA_NA_NA"
"78"	"K12276|environmental information processing; membrane transport; secretion system"	117.266764666341	-1.51440194162548	1.02665615365774	-1.4750819310146	0.140190517648061	0.202918000954426	"K12276"	"Cellular Processes"	"Cellular community - prokaryotes"	" Biofilm formation - Vibrio cholerae"	"K12276_Cellular Processes_Cellular community - prokaryotes_ Biofilm formation - Vibrio cholerae"
"79"	"K12270|environmental information processing; membrane transport; secretion system"	890.399871962321	3.26808952203947	0.687162327810613	4.75592067518023	1.97544032721309e-06	1.08613037770947e-05	"K12270"	NA	NA	NA	"K12270_NA_NA_NA"
"80"	"K12279|environmental information processing; membrane transport; secretion system"	117.593167207844	-1.45357153755873	1.01198111811246	-1.43636231105766	0.150899271753874	0.215662753537315	"K12279"	NA	NA	NA	"K12279_NA_NA_NA"
"81"	"K12278|environmental information processing; membrane transport; secretion system"	117.266764666341	-1.51440194162548	1.02665615365774	-1.4750819310146	0.140190517648061	0.202918000954426	"K12278"	NA	NA	NA	"K12278_NA_NA_NA"
"82"	"K07557|unclassified; genetic information processing; translation proteins"	2.09057949002296	6.84388459212864	2.97057927670989	2.30388888988302	0.021228881529606	0.0419684572616907	"K07557"	NA	NA	NA	"K07557_NA_NA_NA"
"83"	"K07552|environmental information processing; membrane transport; transporters"	8565.02773827381	0.353549194345016	0.224997771129012	1.57134531853781	0.116102459964671	0.173273469954731	"K07552"	NA	NA	NA	"K07552_NA_NA_NA"
"84"	"K06319|unclassified; cellular processes and signaling; sporulation"	0.780260884333917	1.92805406567674	2.93010257824955	0.65801589336458	0.510527918545705	0.592425516611598	"K06319"	NA	NA	NA	"K06319_NA_NA_NA"
"85"	"K09909|unclassified; poorly characterized; function unknown"	921.151282253425	0.832804892838886	0.58307878418877	1.42828879290739	0.153208752239637	0.218443445368506	"K09909"	NA	NA	NA	"K09909_NA_NA_NA"
"86"	"K09908|unclassified; poorly characterized; function unknown"	591.718215009682	2.06795523827294	0.66272202275163	3.12039613484815	0.00180607978201556	0.00466797374568293	"K09908"	NA	NA	NA	"K09908_NA_NA_NA"
"87"	"K12057|environmental information processing; membrane transport; secretion system"	259.920332431789	-1.51029890930769	0.827445482224076	-1.82525488597531	0.0679625746809274	0.10966065530349	"K12057"	NA	NA	NA	"K12057_NA_NA_NA"
